埼玉	さいたま	[n.] Saitama (city)
当たる	あたる	[v5ru.; vi.] to be hit; to strike // [n.] to touch; to be in contact; to be affixed // [n.] to be equivalent to; to be applicable; to apply to // [n.] to be right on the money (of a prediction, criticism, etc.) // [n.] to be selected (in a lottery, etc.); to win // [n.] to be successful; to go well; to be a hit // [n.] to face; to confront // [n.] to lie (in the direction of) // [n.] to undertake; to be assigned // [n.] to be stricken (by food poisoning, heat, etc.); to be afflicted // [n.] to be called upon (by the teacher) // [n.] to treat (esp. harshly); to lash out at // [n.] to be unnecessary // [n.] to be hitting well; to be on a hitting streak // [n.] (in fishing) to feel a bite // [n.] (of fruit, etc.) to be bruised; to spoil // [v5ru.; vt.] to feel (something) out; to probe into; to check (i.e. by comparison) // [n.] to shave // [n.] to be a relative of a person; to stand in a relationship
熱意	ねつい	[n.] zeal; enthusiasm
下がる	さがる	[v5ru.; vi.] to come down; to go down; to fall; to drop; to sink; to get lower // [n.] to hang; to dangle // [n.] to move back; to step back; to withdraw; to retire // [n.] to deteriorate; to fall off; to be downgraded // [n.] to get closer to the present day // [n.] to go south
比べる	くらべる	[v1.; vt.] to compare; to make a comparison // [n.] to compete; to vie
英文	えいぶん	[n.] sentence in English; article in English; English text // [abbr.] English literature (study of)
自問	じもん	[n.; suru] asking oneself
進歩	しんぽ	[n.; suru] progress; advance; improvement; development
強化	きょうか	[n.; suru] strengthen; intensify; reinforce; solidify; enhancement
国会	こっかい	[n.; no-n.; abbr.] National Diet; parliament; congress
議事堂	ぎじどう	[n.] assembly hall; parliament house; diet building; capitol; houses of parliament; congress hall
古城	こじょう	[n.] old castle; old fortress
旧跡	ふるあと,きゅうせき,こせき	[n.] historic spot; historic remains; ruins
河川	かせん	[n.] rivers
地元	じもと	[n.] home area; home town // [no-n.] local
河口	かこう,かわぐち	[n.; no-n.] mouth of river; estuary
三脚	さんきゃく	[n.; no-n.] tripod; three legs
積む	つむ	[v5mu.] to pile up; to stack // [n.] to load (car, ship, etc.); to pack // [n.] to acquire; to accumulate
走り回る	はしりまわる	[v5ru.; vi.] to run around
挿し絵	さしえ	[n.] illustration (e.g. book); picture
沿い	ぞい	[suffix] along
異国	いこく	[n.; no-n.] foreign country
情緒	じょうちょ,じょうしょ	[n.; no-n.] emotion; feeling // [n.] atmosphere; mood; spirit
たっぷり		[adv.; to-adv.; n.; no-n.; adjn..; ono.] full; in plenty; ample
純粋	じゅんすい	[adjn..; no-n.] pure; true; genuine; unmixed
世紀	せいき	[n.] century; era
番外	ばんがい	[n.] exception; supernumerary; extra (theatrical) // [no-n.] extra (e.g. performance, item, object, etc.); additional // [n.] outsize
人妻	ひとづま	[n.] married woman // [n.] another's wife
欧州	おうしゅう	[n.] Europe
魅了	みりょう	[n.] fascination // [suru] to charm; to fascinate; to mesmerize
奥様	おくさま	[n.; teineigo] wife; your wife; his wife; married lady; madam
国民	こくみん	[n.] nation; nationality; people; citizen
長々	ながなが	[to-adv.; adv.] long; drawn-out; very long
主人公	しゅじんこう	[n.] protagonist; main character; hero(ine) (of a story) // [n.] head of household
独身	どくしん	[n.; no-n.] bachelorhood; single; unmarried; celibate
毒	どく	[n.] poison; toxicant // [n.] harm; evil influence // [n.] ill will; spite; malice // [abbr.] abusive language
毒性	どくせい	[adjn..; n.; no-n.] toxicity; toxic; virulence; virulent
当てはまる	あてはまる	[v5ru.] to apply (a rule); to be applicable; to come under (a category); to fulfill
手にする	てにする	[phrase; vsuruirr.] to hold (in one's hand); to take (into one's hand) // [n.] to own; to obtain
うんざり	うんざり,ウンザリ	[suru; adv.; n.; ono.] tedious; boring; being fed up with
意志	いし	[n.] will; volition; intention; intent; determination
堕落	だらく	[n.; suru] depravity; corruption; degradation
自堕落	じだらく	[adjn..; n.] depravity; self-indulgence
人間	にんげん	[n.] human being; person; man; mankind; humankind // [n.] character (of a person)
人間	じんかん	[n.] the world
褒める	ほめる	[v1.; vt.] to praise; to admire; to speak well of someone
主語	しゅご	[n.; no-n.] subject
目的語	もくてきご	[n.] object
一般	いっぱん	[n.; no-n.; adjn..] general; universal // [n.] ordinary; average; common
一般論	いっぱんろん	[n.] prevailing view; common opinion; general consideration
省略	しょうりゃく	[n.; suru] omission; abbreviation; abridgment; abridgement
歯切れ	はぎれ	[n.] feel when biting // [n.] manner of enunciation
嫌悪	けんお	[n.; suru; no-n.] disgust; hate; repugnance
自己嫌悪	じこけんお	[n.; no-n.; yojijukugo] self-hatred; self-abhorrence; self-loathing
陥る	おちいる	[v5ru.; vi.] to fall into (e.g. a hole) // [n.] to fall into (chaos, depression, dilemma, illness, etc.) // [n.] to fall into (a trap, etc.) // [n.] to fall; to surrender; to capitulate
固い	かたい	[adj.] hard; solid; tough // [n.] stiff; tight; wooden; unpolished (e.g. writing) // [n.] strong; firm (not viscous or easily moved) // [n.] safe; steady; honest; steadfast // [n.] obstinate; stubborn // [n.] bookish; formal; stuffy
硬い	かたい	[adj.] hard; solid; tough // [n.] stiff; tight; wooden; unpolished (e.g. writing) // [n.] strong; firm (not viscous or easily moved) // [n.] safe; steady; honest; steadfast // [n.] obstinate; stubborn // [n.] bookish; formal; stuffy
飽きる	あきる	[v1.; vi.] to get tired of; to lose interest in; to have enough
適切	てきせつ	[adjn..; n.] pertinent; appropriate; adequate; relevance
直感	ちょっかん	[n.; suru; no-n.] intuition; instinct; insight; hunch; immediacy
最低	さいてい	[adjn..; adv.; n.; no-n.] least; lowest; worst // [n.] nasty; disgusting; horrible; yuck!
文脈	ぶんみゃく	[n.] context
上記	じょうき	[n.; no-n.] above-mentioned; above-named; above
略して	りゃくして	[phrase] for short
早春	そうしゅん	[advn.; n.] early spring
反発	はんぱつ	[n.; suru] opposition; rebellion; revolt; resistance; backlash; refusal // [n.] rebounding; recoiling; repulsion // [n.] rally (e.g. in stock prices); recovery
別れる	わかれる	[v1.; vi.] to be divided; to part from; to separate (usu. for people); to bid farewell
彼氏	かれし	[pron.; no-n.] boyfriend
洋介		
智子		
求人	きゅうじん	[n.; suru] offer of job (situation)
面接	めんせつ	[n.; suru] interview (e.g. for a job)
筆記	ひっき	[n.; suru; no-n.] (taking) notes; copying
研修	けんしゅう	[n.; suru] training (esp. in-service); induction course
経る	へる	[v1.; vi.] to pass; to elapse; to go by // [n.] to pass through; to go through // [n.] to experience; to go through; to undergo
模擬	もぎ	[n.; no-n.] imitation; sham; mock // [n.] simulation
求人広告	きゅうじんこうこく	[n.; no-n.] help wanted advertisements
筆記試験	ひっきしけん	[n.] written examination
人類	じんるい	[n.] mankind; humanity
規制	きせい	[n.; suru] regulation; (traffic) policing; control; restriction
と共に	とともに	[phrase; us. kana] together with; as X, then Y (e.g. as we age we gain wisdom, as wine matures it becomes more valuable, etc.)
新着	しんちゃく	[n.; no-n.; suru] new arrivals; new acquisitions
かなり		[no-n.; adjn..; adv.; us. kana] considerably; fairly; quite
引き換え	ひきかえ	[n.] exchange; conversion
引き替え	ひきかえ	[n.] exchange; conversion
引き返す	ひきかえす	[v5su.; vt.] to turn back; to go back; to repeat; to send back; to bring back; to retrace one's steps
避ける	さける,よける	[v1.; vt.] to avoid (physical contact with) // [n.] to avoid (situation) // [v1.] to ward off; to avert
無理矢理	むりやり	[adv.; n.; yojijukugo] forcibly; against one's will
徹夜	てつや	[n.; suru; no-n.] all night; all-night vigil; sleepless night
成るべく	なるべく	[adv.; us. kana] as much as possible; wherever practicable
落書き	らくがき	[n.; suru] scrawl; scribble; graffiti
壊れる	こわれる	[v1.; vi.] to be broken; to break // [n.] to fall through; to come to nothing
頂戴	ちょうだい	[n.; suru; kenjougo] receiving; reception; getting; being given // [kenjougo] eating; drinking; having // [phrase; fam.; fem.; us. kana] please; please do for me
目次	もくじ	[n.] table of contents
概要	がいよう	[n.] outline; summary; overview; abridgment; synopsis
版	はん,ばん	[n.; sufn.] edition; version; printing; impression; implementation (e.g. software) // [n.] plate; block; cast // [cnt.] editions of a publication
集	しゅう	[sufn.] collection; compilation
作成	さくせい	[n.; suru] drawing up (e.g. legal document, contract, will, etc.); preparing; writing; framing; making; producing; creating; creation
初旬	しょじゅん	[advn.; n.] first 10 days of the month
認定	にんてい	[n.; suru] authorization; authorisation; acknowledgment; acknowledgement; certification; recognition
目安	めやす	[n.] criterion; standard; yardstick; reference; aim // [n.] rough estimate; approximation
級	きゅう	[n.; sufn.; cnt.] class (e.g. school); grade; rank
旧	きゅう	[n.; pref.] ex-; former; old
旧	ふる	[n.] used item; secondhand item // [prefn.] old; used; previous
旧	もと	[n.; no-n.; advn.; prefn.] former; ex-; past; one-time
日常的	にちじょうてき	[adjn..] mundane; routine; everyday; unremarkable; common; day-to-day
科目	かもく	[n.] (school) subject; curriculum; course
語彙	ごい	[n.; no-n.] vocabulary; lexicon; lexis; terminology
判定	はんてい	[n.; suru] judgement; judgment; decision; adjudication; award; verdict; determination
お知らせ	おしらせ	[n.; suru] notice; notification
案内	あんない	[n.] information; guidance; leading // [suru] to guide; to show (around); to conduct
日時	にちじ	[n.] date and time
例外	れいがい	[n.; no-n.] exception
場面	ばめん	[n.; no-n.] scene; setting (e.g. of novel)
程度	ていど	[n.; advn.; sufn.] degree; amount; grade; standard; of the order of (following a number); about; approximately
独立	どくりつ	[adjn..; n.; suru] independence (e.g. Independence Day); self-support
行政	ぎょうせい	[n.; no-n.] administration
法人	ほうじん	[n.] corporate body; corporation; (legal) person; (juridical) person
祭	まつり	[n.] festival; feast
団	だん	[n.] body; group; party; company; troupe
教育	きょういく	[n.; no-n.; suru] training; education
独立行政法人	どくりつぎょうせいほうじん	[n.] independent administrative corporation (institution, agency)
基金	ききん	[n.; no-n.] fund; foundation
交流	こうりゅう	[n.; suru] (cultural) exchange; interchange; interaction; (inter-) mingling; (social, etc.) networking; intercourse // [n.] alternating current; AC
国際交流基金		
協会	きょうかい	[n.] association; society; organization; organisation
米印	こめじるし	[n.] rice symbol; note (supplementary information) symbol; symbol with an "x" and four dots
天文学	てんもんがく	[n.] astronomy
宇宙開発	うちゅうかいはつ	[n.] space development
歓迎	かんげい	[n.; suru; no-n.] welcome; reception
大歓迎	だいかんげい	[n.] warm welcome
接尾辞	せつびじ	[n.] suffix
硫黄	いおう,ゆおう	[n.; no-n.] sulfur (S); sulphur
飼う	かう	[v5u.; vt.] to keep (a pet or other animal); to raise; to have; to own; to feed
一寸	いっすん	[n.] one sun (approx. 3.03 cm) // [n.] a little bit (of time, distance, etc.)
一寸	ちょっと,ちょと,チョット,ちょいと,チョッと	[adv.; us. kana] just a minute; short time; just a little // [us. kana] somewhat; easily; readily; rather // [us. kana] (will not) easily // [interj.; us. kana] hey!
程	ほど	[advn.; n.; us. kana] degree; extent; bounds; limit // [part.; us. kana] indicates approx. amount or maximum; upper limit
残響	ざんきょう	[n.] reverberation; echo
残業	ざんぎょう	[n.; suru] overtime (work)
吹き替え	ふきかえ	[n.; suru] dubbing; stand-in; dummy
分割	ぶんかつ	[n.; suru] partition; division; separation; segmenting; splitting
奴	やっこ	[n.] servant (esp. a samurai's attendant) // [n.] chivalrous man (c. Edo period) // [abbr.] cubed tofu (often served cold) // [abbr.] kite shaped like a footman // [abbr.] Edo-period hairstyle worn by samurai's attendants // [n.] enslavement (of a woman; Edo-period punishment for her own or her husband's crime) // [pron.; arch.; der.] he; she; him; her
